!!!SBtab Document='eQuilibrator thermodynamic data' SBtabVersion='1.0' Date='2019-12-12',,,,,,,,
!!SBtab TableID='ReactionGFE' TableType='Quantity' TableName='Reaction table of transformed energies' SBtabVersion='1.0' Date='2019-12-12' Unit='kJ/mol' IonicStrengthUnit='M' TemperatureUnit='K',,,,,,,,
!QuantityType,!Identifiers:kegg.reaction,!Unit,!Mean,!Std,!pH,!IonicStrength,!Temperature,!Comment
standard Gibbs energy of formation,R07344,kJ/mol,-303.9,10.9,7,0.1,298.15,
standard Gibbs energy of formation,R07345,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07346,kJ/mol,16.1,5,7,0.1,298.15,
standard Gibbs energy of formation,R07347,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07348,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07349,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07350,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07351,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07352,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07353,kJ/mol,-667.4,44.8,7,0.1,298.15,
standard Gibbs energy of formation,R07354,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07355,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07356,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07357,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07358,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07359,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07360,kJ/mol,-68.9,12.6,7,0.1,298.15,
standard Gibbs energy of formation,R07361,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07362,kJ/mol,-327.9,12.7,7,0.1,298.15,
standard Gibbs energy of formation,R07363,kJ/mol,-514.4,9.1,7,0.1,298.15,
standard Gibbs energy of formation,R07364,kJ/mol,-509.1,6.6,7,0.1,298.15,
standard Gibbs energy of formation,R07365,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07366,kJ/mol,-506,9.8,7,0.1,298.15,
standard Gibbs energy of formation,R07367,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07368,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07369,kJ/mol,-442.3,7,7,0.1,298.15,
standard Gibbs energy of formation,R07370,kJ/mol,-442.3,7,7,0.1,298.15,
standard Gibbs energy of formation,R07371,kJ/mol,-442.4,7,7,0.1,298.15,
standard Gibbs energy of formation,R07372,kJ/mol,-409.4,6.4,7,0.1,298.15,
standard Gibbs energy of formation,R07373,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07374,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07375,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07376,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07377,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07379,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07380,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07381,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07382,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07383,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07384,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07385,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07386,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07387,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07388,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07389,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07390,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07392,kJ/mol,-41.9,2.4,7,0.1,298.15,
standard Gibbs energy of formation,R07393,kJ/mol,-0.5,0,7,0.1,298.15,
standard Gibbs energy of formation,R07394,kJ/mol,-13.9,2.4,7,0.1,298.15,
standard Gibbs energy of formation,R07395,kJ/mol,-14.4,2.4,7,0.1,298.15,
standard Gibbs energy of formation,R07396,kJ/mol,10.2,8.6,7,0.1,298.15,
standard Gibbs energy of formation,R07397,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07398,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07399,kJ/mol,-42.7,5.2,7,0.1,298.15,
standard Gibbs energy of formation,R07400,kJ/mol,-104.2,8.9,7,0.1,298.15,
standard Gibbs energy of formation,R07401,kJ/mol,-376.1,8.5,7,0.1,298.15,
standard Gibbs energy of formation,R07402,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07403,kJ/mol,-498.4,13.8,7,0.1,298.15,
standard Gibbs energy of formation,R07404,kJ/mol,-62.1,12.9,7,0.1,298.15,
standard Gibbs energy of formation,R07405,kJ/mol,37.8,12.9,7,0.1,298.15,
standard Gibbs energy of formation,R07406,kJ/mol,-16.5,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R07407,kJ/mol,65.3,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R07408,kJ/mol,45.2,20.1,7,0.1,298.15,
standard Gibbs energy of formation,R07409,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07410,kJ/mol,64.3,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R07411,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07412,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07413,kJ/mol,-12.2,6.9,7,0.1,298.15,
standard Gibbs energy of formation,R07414,kJ/mol,-20.8,4.5,7,0.1,298.15,
standard Gibbs energy of formation,R07415,kJ/mol,-93.5,9,7,0.1,298.15,
standard Gibbs energy of formation,R07416,kJ/mol,-9.4,15.3,7,0.1,298.15,
standard Gibbs energy of formation,R07417,kJ/mol,-36.8,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07418,kJ/mol,-35.8,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07419,kJ/mol,-16.2,6.6,7,0.1,298.15,
standard Gibbs energy of formation,R07420,kJ/mol,-42.4,8.4,7,0.1,298.15,
standard Gibbs energy of formation,R07421,kJ/mol,-409.4,6.4,7,0.1,298.15,
standard Gibbs energy of formation,R07422,kJ/mol,-430,8.9,7,0.1,298.15,
standard Gibbs energy of formation,R07423,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07426,kJ/mol,-11.5,4.3,7,0.1,298.15,
standard Gibbs energy of formation,R07427,kJ/mol,0,0,7,0.1,298.15,
standard Gibbs energy of formation,R07428,kJ/mol,6.3,3,7,0.1,298.15,
standard Gibbs energy of formation,R07429,kJ/mol,-14.8,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07430,kJ/mol,-398.4,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R07431,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07432,kJ/mol,19.6,18.6,7,0.1,298.15,
standard Gibbs energy of formation,R07433,kJ/mol,-1.7,18,7,0.1,298.15,
standard Gibbs energy of formation,R07436,kJ/mol,-203.1,3.6,7,0.1,298.15,
standard Gibbs energy of formation,R07437,kJ/mol,-24.1,2,7,0.1,298.15,
standard Gibbs energy of formation,R07440,kJ/mol,-442.3,7,7,0.1,298.15,
standard Gibbs energy of formation,R07441,kJ/mol,-39.9,13.4,7,0.1,298.15,
standard Gibbs energy of formation,R07442,kJ/mol,-38.9,13.4,7,0.1,298.15,
standard Gibbs energy of formation,R07443,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07444,kJ/mol,-57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07445,kJ/mol,-398.4,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R07446,kJ/mol,-57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07447,kJ/mol,-14.8,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07448,kJ/mol,-333.2,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R07449,kJ/mol,-57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07450,kJ/mol,-344.3,6.4,7,0.1,298.15,
standard Gibbs energy of formation,R07451,kJ/mol,-57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07452,kJ/mol,-398.4,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R07453,kJ/mol,-398.4,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R07454,kJ/mol,-398.4,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R07455,kJ/mol,-402.1,6.9,7,0.1,298.15,
standard Gibbs energy of formation,R07456,kJ/mol,1225.1,8.2,7,0.1,298.15,
standard Gibbs energy of formation,R07457,kJ/mol,-402.1,6.9,7,0.1,298.15,
standard Gibbs energy of formation,R07458,kJ/mol,-402.1,6.9,7,0.1,298.15,
standard Gibbs energy of formation,R07459,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07460,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07461,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07462,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07463,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07464,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07465,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07466,kJ/mol,57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07467,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07468,kJ/mol,-57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07469,kJ/mol,57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07470,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07471,kJ/mol,-126.6,7.8,7,0.1,298.15,
standard Gibbs energy of formation,R07472,kJ/mol,57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07473,kJ/mol,57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07474,kJ/mol,-344.3,6.4,7,0.1,298.15,
standard Gibbs energy of formation,R07475,kJ/mol,-72.9,7,7,0.1,298.15,
standard Gibbs energy of formation,R07476,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07477,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07478,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07479,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07481,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07482,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07483,kJ/mol,-14.8,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07484,kJ/mol,6.8,13.4,7,0.1,298.15,
standard Gibbs energy of formation,R07485,kJ/mol,-82.3,2,7,0.1,298.15,
standard Gibbs energy of formation,R07486,kJ/mol,-50.3,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07487,kJ/mol,50.3,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07488,kJ/mol,-60.3,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R07489,kJ/mol,-0.9,2.5,7,0.1,298.15,
standard Gibbs energy of formation,R07490,kJ/mol,-82.3,2,7,0.1,298.15,
standard Gibbs energy of formation,R07491,kJ/mol,-50.3,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07492,kJ/mol,50.3,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07493,kJ/mol,-61.8,2.5,7,0.1,298.15,
standard Gibbs energy of formation,R07494,kJ/mol,-13.9,7.8,7,0.1,298.15,
standard Gibbs energy of formation,R07495,kJ/mol,-7.3,3.1,7,0.1,298.15,
standard Gibbs energy of formation,R07496,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07497,kJ/mol,6.8,13.4,7,0.1,298.15,
standard Gibbs energy of formation,R07498,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07499,kJ/mol,-60.3,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R07500,kJ/mol,-93.1,8.2,7,0.1,298.15,
standard Gibbs energy of formation,R07501,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07502,kJ/mol,-70.1,10.9,7,0.1,298.15,
standard Gibbs energy of formation,R07503,kJ/mol,-70.1,10.9,7,0.1,298.15,
standard Gibbs energy of formation,R07504,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07505,kJ/mol,14.8,15.1,7,0.1,298.15,
standard Gibbs energy of formation,R07506,kJ/mol,64.3,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07507,kJ/mol,-60.3,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R07508,kJ/mol,81.9,3.1,7,0.1,298.15,
standard Gibbs energy of formation,R07509,kJ/mol,-1332,18.4,7,0.1,298.15,
standard Gibbs energy of formation,R07510,kJ/mol,-1.7,5,7,0.1,298.15,
standard Gibbs energy of formation,R07511,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07512,kJ/mol,0,0,7,0.1,298.15,
standard Gibbs energy of formation,R07513,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07514,kJ/mol,-422.7,9.2,7,0.1,298.15,
standard Gibbs energy of formation,R07515,kJ/mol,-44.8,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R07516,kJ/mol,-3.2,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R07517,kJ/mol,-0.9,2.5,7,0.1,298.15,
standard Gibbs energy of formation,R07518,kJ/mol,-0.9,2.5,7,0.1,298.15,
standard Gibbs energy of formation,R07519,kJ/mol,-3.2,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R07520,kJ/mol,-0.9,2.5,7,0.1,298.15,
standard Gibbs energy of formation,R07521,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07522,kJ/mol,-3.2,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R07523,kJ/mol,-0.9,2.5,7,0.1,298.15,
standard Gibbs energy of formation,R07524,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07525,kJ/mol,-376.7,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R07526,kJ/mol,-376.7,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R07527,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07528,kJ/mol,-3.2,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R07529,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07530,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07531,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07532,kJ/mol,-3.2,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R07533,kJ/mol,142.4,8.3,7,0.1,298.15,
standard Gibbs energy of formation,R07534,kJ/mol,-0.9,2.5,7,0.1,298.15,
standard Gibbs energy of formation,R07535,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07536,kJ/mol,-3.2,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R07537,kJ/mol,-376.7,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R07538,kJ/mol,-376.7,6.3,7,0.1,298.15,
standard Gibbs energy of formation,R07539,kJ/mol,-3.2,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R07540,kJ/mol,4.8,3.3,7,0.1,298.15,
standard Gibbs energy of formation,R07541,kJ/mol,-23.6,16.8,7,0.1,298.15,
standard Gibbs energy of formation,R07542,kJ/mol,-18.8,16.5,7,0.1,298.15,
standard Gibbs energy of formation,R07543,kJ/mol,-3.2,3.7,7,0.1,298.15,
standard Gibbs energy of formation,R07544,kJ/mol,-254.5,8.3,7,0.1,298.15,
standard Gibbs energy of formation,R07545,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07546,kJ/mol,-254.5,8.3,7,0.1,298.15,
standard Gibbs energy of formation,R07547,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07548,kJ/mol,-491.2,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R07549,kJ/mol,-228.1,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R07550,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07551,kJ/mol,57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07552,kJ/mol,-320.9,3.5,7,0.1,298.15,
standard Gibbs energy of formation,R07553,kJ/mol,172.1,8.3,7,0.1,298.15,
standard Gibbs energy of formation,R07554,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07555,kJ/mol,-425.2,5,7,0.1,298.15,
standard Gibbs energy of formation,R07556,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07557,kJ/mol,-228.1,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R07558,kJ/mol,-408.4,6.4,7,0.1,298.15,
standard Gibbs energy of formation,R07559,kJ/mol,-408.4,6.4,7,0.1,298.15,
standard Gibbs energy of formation,R07560,kJ/mol,-47.2,33.6,7,0.1,298.15,
standard Gibbs energy of formation,R07561,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07562,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07563,kJ/mol,-228.1,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R07564,kJ/mol,-228.1,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R07565,kJ/mol,-228.1,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R07566,kJ/mol,-228.1,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R07567,kJ/mol,-228.1,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R07568,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07569,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07570,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07571,kJ/mol,-228.1,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R07572,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07573,kJ/mol,-228.1,3.4,7,0.1,298.15,
standard Gibbs energy of formation,R07574,kJ/mol,-23,8.6,7,0.1,298.15,
standard Gibbs energy of formation,R07575,kJ/mol,0.6,5.3,7,0.1,298.15,
standard Gibbs energy of formation,R07576,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07577,kJ/mol,57.8,2.8,7,0.1,298.15,
standard Gibbs energy of formation,R07578,kJ/mol,210.9,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07579,kJ/mol,-170.3,2.2,7,0.1,298.15,
standard Gibbs energy of formation,R07580,kJ/mol,210.9,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07581,kJ/mol,210.9,7.2,7,0.1,298.15,
standard Gibbs energy of formation,R07582,kJ/mol,-16.5,2.6,7,0.1,298.15,
standard Gibbs energy of formation,R07583,kJ/mol,2.6,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R07584,kJ/mol,2.6,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R07597,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07598,kJ/mol,-97.5,9.9,7,0.1,298.15,
standard Gibbs energy of formation,R07599,kJ/mol,-24.2,6.6,7,0.1,298.15,
standard Gibbs energy of formation,R07600,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07601,kJ/mol,-23.4,8.6,7,0.1,298.15,
standard Gibbs energy of formation,R07602,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07603,kJ/mol,-24.2,6.6,7,0.1,298.15,
standard Gibbs energy of formation,R07604,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07605,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07606,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07607,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07608,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07612,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07613,kJ/mol,-51.9,9.9,7,0.1,298.15,
standard Gibbs energy of formation,R07618,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07626,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07627,kJ/mol,25.2,5.7,7,0.1,298.15,
standard Gibbs energy of formation,R07629,kJ/mol,-30.7,9.6,7,0.1,298.15,
standard Gibbs energy of formation,R07630,kJ/mol,-249.7,33.4,7,0.1,298.15,
standard Gibbs energy of formation,R07631,kJ/mol,-28,6.9,7,0.1,298.15,
standard Gibbs energy of formation,R07632,kJ/mol,-28,6.9,7,0.1,298.15,
standard Gibbs energy of formation,R07633,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07634,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07635,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07636,kJ/mol,-0.5,28.8,7,0.1,298.15,
standard Gibbs energy of formation,R07638,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07639,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07641,kJ/mol,4.9,4.9,7,0.1,298.15,
standard Gibbs energy of formation,R07642,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07643,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07644,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07646,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07647,kJ/mol,-205.9,19.2,7,0.1,298.15,
standard Gibbs energy of formation,R07648,kJ/mol,-274.7,21.6,7,0.1,298.15,
standard Gibbs energy of formation,R07649,kJ/mol,-257.3,20.3,7,0.1,298.15,
standard Gibbs energy of formation,R07650,kJ/mol,-21.9,8,7,0.1,298.15,
standard Gibbs energy of formation,R07651,kJ/mol,-2.1,8.2,7,0.1,298.15,
standard Gibbs energy of formation,R07652,kJ/mol,-96,9.6,7,0.1,298.15,
standard Gibbs energy of formation,R07653,kJ/mol,-2.6,7.5,7,0.1,298.15,
standard Gibbs energy of formation,R07654,kJ/mol,-456.9,2,7,0.1,298.15,
standard Gibbs energy of formation,R07655,kJ/mol,-246.6,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R07656,kJ/mol,1086,10.1,7,0.1,298.15,
standard Gibbs energy of formation,R07657,kJ/mol,-300,14.6,7,0.1,298.15,
standard Gibbs energy of formation,R07658,kJ/mol,-3.9,12.4,7,0.1,298.15,
standard Gibbs energy of formation,R07659,kJ/mol,26.1,4.7,7,0.1,298.15,
standard Gibbs energy of formation,R07660,kJ/mol,4.6,10.7,7,0.1,298.15,
standard Gibbs energy of formation,R07661,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07662,kJ/mol,-27.9,10.5,7,0.1,298.15,
standard Gibbs energy of formation,R07663,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07664,kJ/mol,-1,6,7,0.1,298.15,
standard Gibbs energy of formation,R07665,kJ/mol,-388.4,8.4,7,0.1,298.15,
standard Gibbs energy of formation,R07666,kJ/mol,-29.1,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R07667,kJ/mol,-30.1,6.1,7,0.1,298.15,
standard Gibbs energy of formation,R07668,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07669,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07670,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07671,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07672,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07673,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07674,kJ/mol,-21.7,2.7,7,0.1,298.15,
standard Gibbs energy of formation,R07675,kJ/mol,-6.1,3.8,7,0.1,298.15,
standard Gibbs energy of formation,R07676,kJ/mol,14.1,3.8,7,0.1,298.15,
standard Gibbs energy of formation,R07677,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07678,kJ/mol,-0.3,9.6,7,0.1,298.15,
standard Gibbs energy of formation,R07679,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07680,kJ/mol,-21.2,4.4,7,0.1,298.15,
standard Gibbs energy of formation,R07682,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07683,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
standard Gibbs energy of formation,R07684,kJ/mol,-300.5,14.6,7,0.1,298.15,
standard Gibbs energy of formation,R07685,kJ/mol,-90.6,5.4,7,0.1,298.15,
standard Gibbs energy of formation,R07686,kJ/mol,nan,nan,7,0.1,298.15,uncertainty is too high
